person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_to_income_ratio,residual_income_after_loan,employment_tenure_band,risk_level
28,126000,MORTGAGE,12.0,VENTURE,B,2000,9.99,0,0.02,N,10,0.0159,124000,LONG,LOW
34,126000,MORTGAGE,2.0,VENTURE,B,9600,11.49,0,0.08,N,5,0.0762,116400,EARLY,LOW
29,126000,MORTGAGE,5.0,VENTURE,D,7000,16.02,0,0.06,N,5,0.0556,119000,MID,LOW
30,126000,MORTGAGE,6.0,VENTURE,B,8000,10.74,0,0.06,N,8,0.0635,118000,MID,LOW
33,126000,MORTGAGE,17.0,HOMEIMPROVEMENT,A,9500,5.42,0,0.08,N,7,0.0754,116500,LONG,LOW
29,126000,MORTGAGE,2.0,EDUCATION,B,6450,10.37,0,0.05,N,7,0.0512,119550,EARLY,LOW
29,126000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,11000,6.91,0,0.09,N,7,0.0873,115000,NEW,LOW
30,114000,MORTGAGE,14.0,HOMEIMPROVEMENT,A,15000,6.54,1,0.13,N,6,0.1316,99000,LONG,LOW
29,58000,RENT,4.0,MEDICAL,C,15000,13.16,0,0.26,Y,5,0.2586,43000,EARLY,MEDIUM
27,126000,MORTGAGE,11.0,PERSONAL,A,5500,7.51,0,0.04,N,9,0.0437,120500,LONG,LOW
33,24000,OWN,2.0,HOMEIMPROVEMENT,B,1875,10.99,0,0.08,N,9,0.0781,22125,EARLY,LOW
29,126000,MORTGAGE,11.0,HOMEIMPROVEMENT,A,15000,7.88,0,0.12,N,8,0.119,111000,LONG,LOW
32,24000,OWN,5.0,EDUCATION,B,2850,11.83,0,0.12,N,7,0.1188,21150,MID,LOW
27,59200,RENT,4.0,DEBTCONSOLIDATION,B,15000,10.75,0,0.25,N,7,0.2534,44200,EARLY,LOW
31,59534,RENT,5.0,PERSONAL,D,15000,15.21,0,0.25,Y,10,0.252,44534,MID,MEDIUM
31,24000,OWN,0.0,EDUCATION,B,6200,11.14,0,0.26,N,8,0.2583,17800,NEW,LOW
30,126132,MORTGAGE,1.0,VENTURE,D,14400,14.54,0,0.11,Y,7,0.1142,111732,NEW,MEDIUM
30,54000,RENT,9.0,HOMEIMPROVEMENT,C,15000,14.27,1,0.28,Y,8,0.2778,39000,MID,MEDIUM
35,126400,MORTGAGE,0.0,DEBTCONSOLIDATION,B,13000,10.38,0,0.1,N,8,0.1028,113400,NEW,LOW
29,114500,MORTGAGE,13.0,DEBTCONSOLIDATION,E,30000,19.29,1,0.26,N,6,0.262,84500,LONG,MEDIUM
35,126696,MORTGAGE,19.0,MEDICAL,B,24250,10.38,0,0.19,N,6,0.1914,102446,LONG,LOW
27,127000,MORTGAGE,6.0,PERSONAL,B,21000,10.99,0,0.17,N,8,0.1654,106000,MID,LOW
29,127000,MORTGAGE,1.0,PERSONAL,B,24250,11.36,0,0.19,N,8,0.1909,102750,NEW,LOW
30,115000,MORTGAGE,3.0,DEBTCONSOLIDATION,D,20000,14.59,1,0.17,N,7,0.1739,95000,EARLY,LOW
28,127000,MORTGAGE,9.0,DEBTCONSOLIDATION,C,8400,12.87,0,0.07,N,7,0.0661,118600,MID,LOW
33,116000,MORTGAGE,2.0,HOMEIMPROVEMENT,C,5000,12.99,1,0.04,N,5,0.0431,111000,EARLY,LOW
27,128000,MORTGAGE,11.0,VENTURE,B,32000,11.11,0,0.25,N,7,0.25,96000,LONG,LOW
27,128000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,18000,11.83,0,0.14,N,6,0.1406,110000,EARLY,LOW
27,116000,MORTGAGE,0.0,EDUCATION,C,3500,12.53,1,0.03,N,10,0.0302,112500,NEW,LOW
27,116000,MORTGAGE,4.0,HOMEIMPROVEMENT,D,25000,13.36,1,0.22,Y,7,0.2155,91000,EARLY,MEDIUM
32,128004,OWN,0.0,VENTURE,A,11000,10.99,0,0.09,N,8,0.0859,117004,NEW,LOW
34,128148,MORTGAGE,2.0,DEBTCONSOLIDATION,A,15000,5.99,0,0.12,N,6,0.1171,113148,EARLY,LOW
28,128400,MORTGAGE,3.0,PERSONAL,C,4000,13.35,0,0.03,Y,8,0.0312,124400,EARLY,MEDIUM
27,116899,MORTGAGE,12.0,DEBTCONSOLIDATION,B,12000,10.75,1,0.1,N,7,0.1027,104899,LONG,LOW
35,60000,RENT,4.0,DEBTCONSOLIDATION,C,15000,13.49,0,0.25,Y,6,0.25,45000,EARLY,MEDIUM
31,60000,RENT,11.0,EDUCATION,B,15000,11.71,0,0.25,N,8,0.25,45000,LONG,LOW
27,129700,MORTGAGE,1.0,PERSONAL,A,10000,6.54,0,0.08,N,9,0.0771,119700,NEW,LOW
27,129900,MORTGAGE,11.0,MEDICAL,B,3100,11.11,0,0.02,N,8,0.0239,126800,LONG,LOW
29,129996,MORTGAGE,0.0,EDUCATION,E,30000,18.79,0,0.23,N,8,0.2308,99996,NEW,MEDIUM
27,129996,MORTGAGE,11.0,PERSONAL,A,4800,9.63,0,0.04,N,9,0.0369,125196,LONG,LOW
30,130000,MORTGAGE,14.0,VENTURE,B,4000,10.99,0,0.03,N,6,0.0308,126000,LONG,LOW
30,130000,MORTGAGE,8.0,VENTURE,B,27000,11.71,0,0.21,N,6,0.2077,103000,MID,LOW
31,60000,RENT,4.0,EDUCATION,A,15000,8.49,0,0.25,N,9,0.25,45000,EARLY,LOW
27,130000,OWN,3.0,MEDICAL,A,15000,6.03,0,0.12,N,10,0.1154,115000,EARLY,LOW
35,130000,MORTGAGE,15.0,DEBTCONSOLIDATION,B,5000,10.65,0,0.04,N,7,0.0385,125000,LONG,LOW
35,60000,RENT,18.0,HOMEIMPROVEMENT,C,15000,13.43,0,0.25,N,5,0.25,45000,LONG,LOW
30,130000,MORTGAGE,14.0,VENTURE,B,7000,9.91,0,0.05,N,9,0.0538,123000,LONG,LOW
27,130000,MORTGAGE,11.0,DEBTCONSOLIDATION,A,10200,7.51,0,0.08,N,6,0.0785,119800,LONG,LOW
32,130000,MORTGAGE,7.0,MEDICAL,B,13000,12.69,0,0.1,N,8,0.1,117000,MID,LOW
33,54000,RENT,17.0,DEBTCONSOLIDATION,B,15000,11.86,1,0.28,N,7,0.2778,39000,LONG,LOW
29,130000,OWN,7.0,VENTURE,C,7000,14.65,0,0.05,N,9,0.0538,123000,MID,LOW
31,60000,RENT,6.0,VENTURE,B,15000,11.12,0,0.25,N,5,0.25,45000,MID,LOW
34,130000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,20000,10.65,0,0.15,N,10,0.1538,110000,MID,LOW
32,130000,MORTGAGE,12.0,MEDICAL,A,16500,5.42,0,0.13,N,8,0.1269,113500,LONG,LOW
29,130000,MORTGAGE,5.0,EDUCATION,A,24800,7.49,0,0.19,N,10,0.1908,105200,MID,LOW
33,118000,MORTGAGE,12.0,DEBTCONSOLIDATION,D,35000,17.49,1,0.3,Y,7,0.2966,83000,LONG,MEDIUM
31,130000,MORTGAGE,15.0,MEDICAL,C,1600,13.99,0,0.01,Y,6,0.0123,128400,LONG,MEDIUM
34,60000,RENT,2.0,MEDICAL,A,15000,7.88,0,0.25,N,7,0.25,45000,EARLY,LOW
33,130000,MORTGAGE,7.0,PERSONAL,A,2400,5.42,0,0.02,N,7,0.0185,127600,MID,LOW
29,130000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,4200,6.99,0,0.03,N,8,0.0323,125800,MID,LOW
30,130000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,10000,8.49,0,0.08,N,10,0.0769,120000,MID,LOW
32,130000,MORTGAGE,3.0,EDUCATION,A,28000,8.49,0,0.22,N,7,0.2154,102000,EARLY,LOW
34,54000,RENT,2.0,HOMEIMPROVEMENT,D,15000,14.11,1,0.28,Y,7,0.2778,39000,EARLY,MEDIUM
27,130000,MORTGAGE,3.0,VENTURE,B,24000,10.99,0,0.18,N,10,0.1846,106000,EARLY,LOW
31,130000,MORTGAGE,10.0,MEDICAL,A,9800,8.49,0,0.08,N,5,0.0754,120200,LONG,LOW
33,60000,RENT,0.0,PERSONAL,C,15000,13.79,0,0.25,Y,7,0.25,45000,NEW,MEDIUM
35,54000,RENT,1.0,VENTURE,E,15000,15.88,1,0.28,Y,8,0.2778,39000,NEW,HIGH
32,130000,MORTGAGE,13.0,EDUCATION,A,7500,7.29,0,0.06,N,6,0.0577,122500,LONG,LOW
30,130000,MORTGAGE,3.0,EDUCATION,C,33250,13.06,0,0.26,Y,5,0.2558,96750,EARLY,MEDIUM
28,118000,MORTGAGE,6.0,PERSONAL,G,25000,20.11,1,0.21,Y,6,0.2119,93000,MID,HIGH
28,61000,RENT,12.0,HOMEIMPROVEMENT,C,15000,13.99,0,0.25,N,7,0.2459,46000,LONG,LOW
27,130000,MORTGAGE,11.0,EDUCATION,B,11000,9.62,0,0.08,N,5,0.0846,119000,LONG,LOW
27,130000,MORTGAGE,2.0,VENTURE,B,5000,9.99,0,0.04,N,9,0.0385,125000,EARLY,LOW
27,130000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,15000,5.79,0,0.12,N,7,0.1154,115000,MID,LOW
27,130000,MORTGAGE,0.0,PERSONAL,C,8000,13.35,0,0.06,Y,7,0.0615,122000,NEW,MEDIUM
28,130000,MORTGAGE,12.0,PERSONAL,B,13000,10.75,0,0.1,N,10,0.1,117000,LONG,LOW
32,118000,MORTGAGE,3.0,DEBTCONSOLIDATION,D,8875,14.84,1,0.08,N,5,0.0752,109125,EARLY,LOW
34,130000,MORTGAGE,5.0,MEDICAL,C,6450,13.23,0,0.05,N,7,0.0496,123550,MID,LOW
31,55200,RENT,5.0,MEDICAL,D,15000,15.58,1,0.27,Y,10,0.2717,40200,MID,MEDIUM
28,61500,RENT,2.0,MEDICAL,B,15000,10.37,0,0.24,N,6,0.2439,46500,EARLY,LOW
35,130000,MORTGAGE,15.0,HOMEIMPROVEMENT,C,7000,13.98,0,0.05,Y,5,0.0538,123000,LONG,MEDIUM
34,130000,MORTGAGE,5.0,HOMEIMPROVEMENT,E,5000,17.56,0,0.04,N,7,0.0385,125000,MID,MEDIUM
27,61584,RENT,3.0,VENTURE,D,15000,15.21,0,0.24,N,6,0.2436,46584,EARLY,LOW
35,130000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,9000,12.73,0,0.07,Y,8,0.0692,121000,EARLY,MEDIUM
29,61656,RENT,4.0,VENTURE,A,15000,6.91,0,0.24,N,10,0.2433,46656,EARLY,LOW
27,130000,MORTGAGE,1.0,HOMEIMPROVEMENT,B,21000,10.62,0,0.16,N,7,0.1615,109000,NEW,LOW
28,62000,RENT,0.0,EDUCATION,A,15000,7.9,0,0.24,N,8,0.2419,47000,NEW,LOW
33,118000,MORTGAGE,5.0,DEBTCONSOLIDATION,D,25000,14.96,1,0.21,Y,9,0.2119,93000,MID,MEDIUM
32,62000,RENT,5.0,MEDICAL,C,15000,12.99,0,0.24,Y,6,0.2419,47000,MID,MEDIUM
33,130000,MORTGAGE,9.0,PERSONAL,D,25000,15.33,0,0.19,Y,10,0.1923,105000,MID,MEDIUM
28,130000,OWN,10.0,EDUCATION,B,24000,11.83,0,0.18,N,10,0.1846,106000,LONG,LOW
27,130000,OWN,12.0,VENTURE,B,21000,10.99,0,0.16,N,9,0.1615,109000,LONG,LOW
30,22800,OWN,4.0,VENTURE,A,7000,7.51,0,0.31,N,8,0.307,15800,EARLY,LOW
33,62400,RENT,4.0,EDUCATION,B,15000,11.99,0,0.24,N,8,0.2404,47400,EARLY,LOW
28,130000,MORTGAGE,1.0,EDUCATION,D,5600,15.65,0,0.04,N,9,0.0431,124400,NEW,MEDIUM
28,57000,RENT,2.0,VENTURE,D,15000,14.11,1,0.26,N,10,0.2632,42000,EARLY,LOW
32,130000,MORTGAGE,0.0,PERSONAL,A,12000,8.59,0,0.09,N,7,0.0923,118000,NEW,LOW
29,130000,MORTGAGE,13.0,VENTURE,A,17500,8.94,0,0.13,N,9,0.1346,112500,LONG,LOW
32,57223,RENT,0.0,PERSONAL,B,15000,11.83,1,0.26,N,5,0.2621,42223,NEW,LOW
29,130000,MORTGAGE,7.0,DEBTCONSOLIDATION,C,18000,13.22,0,0.14,Y,8,0.1385,112000,MID,MEDIUM
30,130000,MORTGAGE,14.0,MEDICAL,B,6000,12.21,0,0.05,N,9,0.0462,124000,LONG,LOW
28,130000,MORTGAGE,0.0,EDUCATION,A,9000,8.0,0,0.07,N,6,0.0692,121000,NEW,LOW
30,130000,MORTGAGE,1.0,HOMEIMPROVEMENT,C,8500,12.84,0,0.07,Y,5,0.0654,121500,NEW,MEDIUM
34,118000,MORTGAGE,1.0,EDUCATION,C,25000,11.78,1,0.21,N,7,0.2119,93000,NEW,LOW
29,130000,MORTGAGE,13.0,DEBTCONSOLIDATION,C,6000,13.04,0,0.05,Y,9,0.0462,124000,LONG,MEDIUM
27,130000,MORTGAGE,12.0,PERSONAL,A,5000,8.63,0,0.04,N,5,0.0385,125000,LONG,LOW
28,130000,MORTGAGE,2.0,HOMEIMPROVEMENT,D,12000,13.55,0,0.09,Y,8,0.0923,118000,EARLY,MEDIUM
35,130000,MORTGAGE,2.0,PERSONAL,B,12000,10.08,0,0.09,N,7,0.0923,118000,EARLY,LOW
34,64000,RENT,5.0,EDUCATION,B,15000,10.25,0,0.23,N,8,0.2344,49000,MID,LOW
28,65000,RENT,13.0,HOMEIMPROVEMENT,A,15000,7.51,0,0.23,N,6,0.2308,50000,LONG,LOW
29,130900,MORTGAGE,11.0,VENTURE,B,4800,11.71,0,0.04,N,9,0.0367,126100,LONG,LOW
30,22584,OWN,4.0,MEDICAL,A,5000,7.51,0,0.22,N,10,0.2214,17584,EARLY,LOW
27,119000,MORTGAGE,7.0,DEBTCONSOLIDATION,D,30000,18.25,1,0.25,N,7,0.2521,89000,MID,LOW
32,131000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,11200,10.25,0,0.09,N,5,0.0855,119800,EARLY,LOW
28,131004,MORTGAGE,5.0,EDUCATION,A,25000,7.9,0,0.19,N,5,0.1908,106004,MID,LOW
30,131004,MORTGAGE,14.0,VENTURE,A,5000,8.49,0,0.04,N,8,0.0382,126004,LONG,LOW
28,131040,MORTGAGE,0.0,VENTURE,C,10000,13.35,0,0.08,Y,10,0.0763,121040,NEW,MEDIUM
27,120000,MORTGAGE,0.0,HOMEIMPROVEMENT,C,10000,12.61,1,0.08,N,6,0.0833,110000,NEW,LOW
29,120000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,14000,6.17,1,0.12,N,9,0.1167,106000,MID,LOW
35,132000,MORTGAGE,14.0,PERSONAL,A,22000,6.54,0,0.17,N,5,0.1667,110000,LONG,LOW
32,132000,MORTGAGE,2.0,VENTURE,A,18000,10.99,0,0.14,N,5,0.1364,114000,EARLY,LOW
28,132000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,25000,9.99,0,0.19,N,10,0.1894,107000,MID,LOW
32,132000,MORTGAGE,16.0,HOMEIMPROVEMENT,B,25000,10.99,0,0.19,N,7,0.1894,107000,LONG,LOW
28,132650,MORTGAGE,12.0,MEDICAL,B,20000,10.65,0,0.15,N,5,0.1508,112650,LONG,LOW
34,65000,RENT,3.0,PERSONAL,D,15000,10.99,0,0.23,Y,6,0.2308,50000,EARLY,MEDIUM
35,133000,MORTGAGE,3.0,HOMEIMPROVEMENT,D,15000,16.77,0,0.11,N,7,0.1128,118000,EARLY,LOW
29,65000,RENT,5.0,VENTURE,B,15000,11.83,0,0.23,N,9,0.2308,50000,MID,LOW
31,121000,MORTGAGE,2.0,VENTURE,D,12000,16.29,1,0.1,Y,6,0.0992,109000,EARLY,MEDIUM
29,65000,RENT,4.0,EDUCATION,D,15000,16.0,0,0.23,N,8,0.2308,50000,EARLY,LOW
34,121000,MORTGAGE,8.0,HOMEIMPROVEMENT,D,12000,14.59,1,0.1,Y,8,0.0992,109000,MID,MEDIUM
27,65000,RENT,5.0,EDUCATION,C,15000,12.84,0,0.23,Y,5,0.2308,50000,MID,MEDIUM
30,134000,MORTGAGE,14.0,DEBTCONSOLIDATION,A,5600,10.99,0,0.04,N,5,0.0418,128400,LONG,LOW
29,134000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,6000,5.99,0,0.04,N,8,0.0448,128000,MID,LOW
35,122000,MORTGAGE,3.0,VENTURE,D,25000,15.2,1,0.2,N,10,0.2049,97000,EARLY,LOW
29,134000,MORTGAGE,2.0,PERSONAL,C,8000,14.22,0,0.06,N,7,0.0597,126000,EARLY,LOW
30,134500,MORTGAGE,9.0,DEBTCONSOLIDATION,C,24000,15.96,0,0.18,Y,6,0.1784,110500,MID,MEDIUM
31,134748,MORTGAGE,15.0,VENTURE,B,18000,10.74,0,0.13,N,9,0.1336,116748,LONG,LOW
28,51850,RENT,12.0,MEDICAL,F,15000,10.99,1,0.25,N,9,0.2893,36850,LONG,LOW
29,67000,RENT,1.0,EDUCATION,C,15000,13.57,0,0.22,N,9,0.2239,52000,NEW,LOW
33,135000,MORTGAGE,13.0,DEBTCONSOLIDATION,A,12000,7.9,0,0.09,N,7,0.0889,123000,LONG,LOW
30,135000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,32000,7.9,0,0.24,N,9,0.237,103000,MID,LOW
33,135000,MORTGAGE,6.0,MEDICAL,B,22250,10.99,0,0.16,N,9,0.1648,112750,MID,LOW
34,135000,MORTGAGE,2.0,PERSONAL,A,15000,5.42,0,0.11,N,6,0.1111,120000,EARLY,LOW
29,135000,MORTGAGE,14.0,MEDICAL,A,24000,5.99,0,0.18,N,10,0.1778,111000,LONG,LOW
28,135000,MORTGAGE,0.0,MEDICAL,A,14400,5.42,0,0.11,N,8,0.1067,120600,NEW,LOW
29,61000,RENT,2.0,PERSONAL,D,15000,14.96,1,0.25,Y,8,0.2459,46000,EARLY,MEDIUM
32,135000,MORTGAGE,10.0,PERSONAL,B,10000,10.99,0,0.07,N,6,0.0741,125000,LONG,LOW
29,67704,RENT,3.0,PERSONAL,B,15000,11.86,0,0.22,N,8,0.2216,52704,EARLY,LOW
32,135000,MORTGAGE,1.0,DEBTCONSOLIDATION,B,16000,10.99,0,0.12,N,10,0.1185,119000,NEW,LOW
33,135000,OWN,0.0,PERSONAL,A,6275,6.91,0,0.05,N,7,0.0465,128725,NEW,LOW
31,67800,RENT,7.0,EDUCATION,B,15000,11.89,0,0.22,N,8,0.2212,52800,MID,LOW
31,135000,MORTGAGE,14.0,PERSONAL,B,15000,10.75,0,0.11,N,6,0.1111,120000,LONG,LOW
27,135000,MORTGAGE,3.0,MEDICAL,B,25000,11.12,0,0.19,N,8,0.1852,110000,EARLY,LOW
28,123000,MORTGAGE,0.0,PERSONAL,A,10000,7.14,1,0.08,N,6,0.0813,113000,NEW,LOW
31,135000,MORTGAGE,9.0,VENTURE,A,10000,7.14,0,0.07,N,6,0.0741,125000,MID,LOW
28,68004,RENT,1.0,PERSONAL,C,15000,13.16,0,0.22,N,7,0.2206,53004,NEW,LOW
28,123000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,15000,13.85,1,0.12,Y,9,0.122,108000,EARLY,MEDIUM
31,135000,MORTGAGE,2.0,MEDICAL,B,20000,11.36,0,0.15,N,9,0.1481,115000,EARLY,LOW
33,135000,MORTGAGE,0.0,VENTURE,A,10000,7.51,0,0.07,N,10,0.0741,125000,NEW,LOW
31,135000,MORTGAGE,12.0,MEDICAL,C,15000,13.85,0,0.11,N,10,0.1111,120000,LONG,LOW
32,135000,MORTGAGE,16.0,PERSONAL,A,13000,7.88,0,0.1,N,5,0.0963,122000,LONG,LOW
33,135000,OWN,0.0,PERSONAL,B,17500,11.83,0,0.13,N,8,0.1296,117500,NEW,LOW
29,135000,MORTGAGE,0.0,HOMEIMPROVEMENT,D,18000,14.61,0,0.13,N,8,0.1333,117000,NEW,LOW
27,104550,MORTGAGE,0.0,MEDICAL,F,23000,18.43,1,0.19,N,9,0.22,81550,NEW,MEDIUM
28,123000,OWN,0.0,DEBTCONSOLIDATION,G,22000,20.86,1,0.18,Y,8,0.1789,101000,NEW,HIGH
29,135000,MORTGAGE,10.0,VENTURE,B,11000,11.83,0,0.08,N,7,0.0815,124000,LONG,LOW
29,135000,MORTGAGE,0.0,EDUCATION,A,11000,8.94,0,0.08,N,8,0.0815,124000,NEW,LOW
32,70000,RENT,2.0,MEDICAL,C,15000,14.27,0,0.21,Y,5,0.2143,55000,EARLY,MEDIUM
35,135000,MORTGAGE,12.0,EDUCATION,C,10000,13.16,0,0.07,Y,7,0.0741,125000,LONG,MEDIUM
34,135000,MORTGAGE,18.0,EDUCATION,A,8000,9.32,0,0.06,N,6,0.0593,127000,LONG,LOW
29,64000,RENT,3.0,EDUCATION,C,15000,15.27,1,0.23,N,6,0.2344,49000,EARLY,LOW
34,135000,MORTGAGE,7.0,EDUCATION,C,15000,13.47,0,0.11,Y,7,0.1111,120000,MID,MEDIUM
30,135000,MORTGAGE,14.0,PERSONAL,E,25000,15.25,0,0.19,Y,9,0.1852,110000,LONG,HIGH
27,70000,RENT,7.0,MEDICAL,A,15000,5.79,0,0.21,N,6,0.2143,55000,MID,LOW
27,123000,OWN,1.0,HOMEIMPROVEMENT,E,22350,14.07,1,0.18,Y,6,0.1817,100650,NEW,HIGH
34,135600,MORTGAGE,10.0,EDUCATION,A,1000,5.42,0,0.01,N,7,0.0074,134600,LONG,LOW
30,70000,RENT,0.0,PERSONAL,C,15000,13.61,0,0.21,Y,8,0.2143,55000,NEW,MEDIUM
28,135996,MORTGAGE,12.0,HOMEIMPROVEMENT,A,12500,8.59,0,0.09,N,6,0.0919,123496,LONG,LOW
30,136000,MORTGAGE,13.0,VENTURE,B,2800,10.65,0,0.02,N,10,0.0206,133200,LONG,LOW
32,136000,MORTGAGE,11.0,MEDICAL,B,12000,10.0,0,0.09,N,8,0.0882,124000,LONG,LOW
27,136000,MORTGAGE,3.0,PERSONAL,A,5000,6.17,0,0.04,N,10,0.0368,131000,EARLY,LOW
35,136000,MORTGAGE,0.0,EDUCATION,D,15000,10.99,0,0.11,Y,9,0.1103,121000,NEW,MEDIUM
28,136092,MORTGAGE,2.0,PERSONAL,C,8000,13.61,0,0.06,N,7,0.0588,128092,EARLY,LOW
35,136240,MORTGAGE,9.0,EDUCATION,A,15000,7.88,0,0.11,N,6,0.1101,121240,MID,LOW
34,136625,MORTGAGE,3.0,VENTURE,A,15000,7.88,0,0.11,N,6,0.1098,121625,EARLY,LOW
28,124886,MORTGAGE,12.0,HOMEIMPROVEMENT,B,5000,11.99,1,0.04,N,9,0.04,119886,LONG,LOW
28,70000,RENT,2.0,MEDICAL,B,15000,11.89,0,0.21,N,7,0.2143,55000,EARLY,LOW
30,137057,MORTGAGE,13.0,VENTURE,B,4750,12.18,0,0.03,N,7,0.0347,132307,LONG,LOW
27,137720,MORTGAGE,6.0,DEBTCONSOLIDATION,A,13000,7.14,0,0.09,N,9,0.0944,124720,MID,LOW
28,138000,MORTGAGE,11.0,MEDICAL,A,5000,6.62,0,0.04,N,5,0.0362,133000,LONG,LOW
29,138000,MORTGAGE,0.0,EDUCATION,C,25000,13.06,0,0.18,Y,10,0.1812,113000,NEW,MEDIUM
32,138000,MORTGAGE,16.0,EDUCATION,A,20000,7.88,0,0.14,N,7,0.1449,118000,LONG,LOW
32,138000,MORTGAGE,5.0,VENTURE,C,16800,14.35,0,0.12,N,9,0.1217,121200,MID,LOW
34,138000,MORTGAGE,14.0,DEBTCONSOLIDATION,B,25000,11.12,0,0.18,N,6,0.1812,113000,LONG,LOW
31,138000,MORTGAGE,15.0,MEDICAL,B,24000,10.62,0,0.17,N,6,0.1739,114000,LONG,LOW
27,138000,MORTGAGE,5.0,PERSONAL,A,17000,7.88,0,0.12,N,5,0.1232,121000,MID,LOW
28,21084,OWN,4.0,EDUCATION,A,7750,7.51,0,0.37,N,9,0.3676,13334,EARLY,MEDIUM
29,138000,MORTGAGE,3.0,HOMEIMPROVEMENT,D,7500,13.24,0,0.05,Y,8,0.0543,130500,EARLY,MEDIUM
34,138571,MORTGAGE,18.0,PERSONAL,D,25000,14.59,0,0.18,N,8,0.1804,113571,LONG,LOW
28,138600,MORTGAGE,10.0,DEBTCONSOLIDATION,C,12000,12.99,0,0.09,N,7,0.0866,126600,LONG,LOW
28,138996,MORTGAGE,3.0,PERSONAL,C,20000,13.79,0,0.14,Y,9,0.1439,118996,EARLY,MEDIUM
35,139000,MORTGAGE,12.0,DEBTCONSOLIDATION,B,35000,12.69,0,0.25,N,6,0.2518,104000,LONG,LOW
30,139008,MORTGAGE,2.0,EDUCATION,C,15000,13.47,0,0.11,N,6,0.1079,124008,EARLY,LOW
32,139200,MORTGAGE,5.0,EDUCATION,A,6000,7.9,0,0.04,N,5,0.0431,133200,MID,LOW
29,139500,MORTGAGE,4.0,HOMEIMPROVEMENT,A,15000,10.99,0,0.11,N,5,0.1075,124500,EARLY,LOW
28,139913,MORTGAGE,7.0,HOMEIMPROVEMENT,A,5375,8.94,0,0.04,N,6,0.0384,134538,MID,LOW
28,140000,OWN,12.0,VENTURE,D,18000,16.29,0,0.13,N,7,0.1286,122000,LONG,LOW
29,140000,OWN,5.0,VENTURE,B,27000,9.91,0,0.19,N,7,0.1929,113000,MID,LOW
27,71000,RENT,11.0,EDUCATION,B,15000,9.01,0,0.21,N,6,0.2113,56000,LONG,LOW
29,140000,MORTGAGE,4.0,EDUCATION,C,16775,14.27,0,0.12,Y,10,0.1198,123225,EARLY,MEDIUM
28,140000,OWN,1.0,EDUCATION,B,17600,12.42,0,0.13,N,6,0.1257,122400,NEW,LOW
30,140000,MORTGAGE,6.0,PERSONAL,A,5000,8.9,0,0.04,N,6,0.0357,135000,MID,LOW
28,140000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,18000,14.65,0,0.13,Y,7,0.1286,122000,EARLY,MEDIUM
27,140000,MORTGAGE,7.0,PERSONAL,A,18000,7.9,0,0.13,N,9,0.1286,122000,MID,LOW
28,140000,MORTGAGE,8.0,MEDICAL,A,22000,7.9,0,0.16,N,6,0.1571,118000,MID,LOW
31,140000,MORTGAGE,5.0,MEDICAL,B,30000,11.71,0,0.21,N,7,0.2143,110000,MID,LOW
28,140000,MORTGAGE,11.0,HOMEIMPROVEMENT,B,5000,11.49,0,0.04,N,9,0.0357,135000,LONG,LOW
28,72000,RENT,6.0,MEDICAL,A,15000,6.54,0,0.21,N,6,0.2083,57000,MID,LOW
31,128000,MORTGAGE,15.0,DEBTCONSOLIDATION,D,35000,15.99,1,0.27,N,6,0.2734,93000,LONG,LOW
27,72000,RENT,0.0,MEDICAL,B,15000,11.86,0,0.21,N,6,0.2083,57000,NEW,LOW
33,21000,OWN,1.0,EDUCATION,B,7750,11.83,0,0.37,N,6,0.369,13250,NEW,MEDIUM
28,128000,MORTGAGE,11.0,DEBTCONSOLIDATION,G,14400,22.11,1,0.11,Y,8,0.1125,113600,LONG,HIGH
27,140000,MORTGAGE,4.0,PERSONAL,B,2800,11.99,0,0.02,N,9,0.02,137200,EARLY,LOW
33,20988,OWN,2.0,PERSONAL,B,3600,11.71,0,0.17,N,5,0.1715,17388,EARLY,LOW
34,128000,MORTGAGE,14.0,HOMEIMPROVEMENT,A,12325,8.49,1,0.1,N,5,0.0963,115675,LONG,LOW
28,140000,MORTGAGE,12.0,VENTURE,A,9000,5.99,0,0.06,N,9,0.0643,131000,LONG,LOW
31,140000,MORTGAGE,2.0,HOMEIMPROVEMENT,B,11000,10.0,0,0.08,N,8,0.0786,129000,EARLY,LOW
28,108800,MORTGAGE,3.0,MEDICAL,E,35000,16.4,1,0.27,Y,7,0.3217,73800,EARLY,HIGH
